@relation 	/home/yyang/Data/mfeat-mor
@attribute	Attribute-0	{1,0,2}
@attribute	Attribute-1	{0,2,3,4,1,6,5}
@attribute	Attribute-2	{0,1,4,2,5,3}
@attribute	Attribute-3	real
@attribute	Attribute-4	real
@attribute	Attribute-5	real
@attribute	class { 0, 1, 2, 3, 4, 5, 6, 7, 8, 9  }

@data
1,0,0,128.270859,1.236040,1795.013550,0

1,0,0,131.934860,1.356304,1623.238037,0

1,0,0,133.588867,1.383450,1666.205444,0

1,0,0,136.640854,1.302338,1759.938965,0

1,0,0,139.972855,1.313272,1997.273682,0

1,0,0,131.620865,1.278052,1881.470581,0

1,0,0,131.256866,1.236981,1638.090088,0

1,0,0,127.882858,1.327942,1631.551147,0

1,0,0,134.266861,1.271035,1794.425659,0

1,0,0,133.382858,1.272739,1567.084473,0

1,0,0,130.958862,1.279225,1750.990845,0

1,0,0,129.850861,1.299141,1551.035156,0

1,0,0,136.978867,1.308550,1963.711426,0

1,0,0,126.882858,1.226248,1606.825317,0

1,0,0,130.089859,1.332919,1734.783813,0

1,0,0,127.146858,1.219530,1521.022827,0

1,0,0,126.394859,1.265360,1803.287231,0

1,0,0,131.066864,1.246369,1795.985840,0

1,0,0,127.436859,1.193676,1628.764282,0

1,0,0,132.472855,1.327882,1731.645630,0

1,0,0,128.800858,1.283000,1566.947144,0

1,0,0,137.880859,1.361614,1769.866943,0

0,2,0,218.300858,2.229401,9370.670898,0

1,0,0,135.978867,1.303489,1853.991577,0

1,0,0,126.998863,1.192205,1629.070679,0

1,0,0,126.186859,1.208926,1580.812622,0

1,0,0,129.891861,1.286668,1782.854248,0

1,0,0,129.362854,1.217773,1597.344971,0

1,0,0,135.738861,1.279935,1949.631714,0

1,0,0,136.086868,1.495438,1717.339111,0

1,0,0,121.656860,1.318004,1720.433960,0

1,0,0,144.016861,1.343802,2256.653564,0

1,0,0,129.048859,1.339143,1605.035156,0

1,0,0,130.512863,1.348871,1608.475708,0

1,0,0,137.822861,1.293100,1945.003784,0

1,0,0,128.146866,1.212417,1726.835815,0

1,0,0,127.873863,1.230064,1640.155518,0

1,0,0,135.043869,1.387344,1924.810547,0

1,0,0,122.904861,1.201994,1439.534912,0

1,0,0,128.354858,1.200291,1496.383423,0

1,0,0,126.782860,1.257423,1604.500000,0

1,0,0,132.414856,1.311660,1836.507446,0

1,0,0,125.170860,1.180945,1541.397827,0

1,0,0,131.620865,1.253776,1853.712769,0

1,0,0,135.176865,1.286184,1671.000977,0

1,0,0,128.502869,1.338924,1715.132446,0

1,0,0,128.799866,1.213826,1650.613892,0

0,2,0,209.418869,2.027482,13099.455078,0

1,0,0,127.138863,1.192200,1613.151001,0

1,0,0,133.464859,1.247392,1628.799438,0

1,0,0,134.258865,1.305215,1675.549194,0

1,0,0,126.939865,1.290469,1732.983398,0

1,0,0,133.076859,1.263331,1767.449219,0

1,0,0,130.082855,1.297389,1680.512695,0

1,0,0,132.124863,1.391938,1653.628418,0

1,0,0,131.488861,1.241247,1614.934204,0

1,0,0,131.562866,1.263348,1544.092529,0

1,0,0,125.219864,1.244230,1602.840942,0

0,2,0,136.194855,1.452134,3334.110352,1

0,2,0,136.806854,1.444288,3560.921631,1

0,2,0,130.084854,1.576239,3396.473877,1

0,3,1,144.026855,1.495583,5471.785645,1

0,3,1,141.470856,1.515987,5416.707520,1

0,2,0,126.560860,1.428086,3068.572998,1

0,2,0,153.222855,1.603066,5853.127930,1

0,2,0,145.646866,1.403479,4165.472656,1

0,3,1,146.382858,1.381846,2991.356201,1

0,2,0,130.578857,1.233348,2197.130127,1

0,3,1,141.222855,1.404113,4416.103516,1

0,3,1,146.556854,1.532271,5572.131348,1

0,3,1,145.464859,1.366312,3670.647217,1

0,3,1,139.238861,1.444885,3672.318115,1

0,2,0,138.534866,1.292650,3228.254395,1

0,2,0,130.512863,1.321653,2872.471436,1

0,2,0,128.024857,1.433186,3643.662598,1

0,2,0,137.616867,1.328427,3366.231445,1

0,2,0,130.570862,1.248051,2838.268799,1

0,2,0,128.536865,1.547521,3634.414062,1

0,2,0,136.102859,1.339141,3045.174805,1

0,2,0,129.288864,1.257645,2621.690674,1

0,2,0,137.170868,1.281326,2916.292480,1

0,3,1,133.960861,1.314075,3187.257568,1

0,2,0,140.172867,1.409521,3187.612061,1

0,2,0,137.608856,1.351495,3213.777588,1

0,2,0,139.204865,1.430091,3566.381592,1

0,2,0,134.126862,1.293981,2989.562500,1

0,3,1,141.942856,1.428227,4125.995117,1

0,2,0,132.406860,1.281139,2728.172852,1

0,2,0,137.616867,1.339452,2890.290527,1

0,3,1,143.380859,1.376832,3845.846191,1

0,2,0,132.092865,1.282635,2831.147461,1

0,3,1,133.332855,1.483292,4427.265137,1

0,2,0,126.740860,1.237281,2610.744873,1

0,4,4,155.074860,1.512980,4419.580078,1

0,4,2,136.185867,1.474321,3943.680908,1

0,3,1,137.724869,1.495394,4753.669922,1

0,2,0,142.388855,1.403554,3740.200195,1

0,2,0,127.278862,1.247775,2630.604248,1

0,3,1,140.312866,1.488617,5247.761230,1

0,2,0,122.854858,1.437803,2607.936523,1

0,3,1,142.686859,1.517025,4909.856934,1

0,2,0,144.149857,1.287839,2574.880371,1

0,2,0,136.086868,1.340616,3582.058350,1

0,3,1,153.908859,1.355455,4170.923340,1

0,3,1,135.160858,1.295648,2982.127930,1

0,2,0,141.528854,1.421352,4289.400391,1

0,2,0,130.859863,1.243694,2297.983887,1

0,2,0,132.216858,1.293065,2762.747559,1

0,2,0,132.720856,1.285690,2755.062744,1

0,2,0,130.139862,1.168549,1942.058838,1

0,2,0,138.906860,1.407563,3432.480713,1

0,2,0,130.067856,1.472378,3410.535889,1

0,2,0,133.994858,1.301875,2844.444336,1

0,2,0,146.598862,1.484550,5011.066406,1

0,3,1,139.584854,1.314732,4147.567871,1

0,3,1,136.078857,1.475338,4657.636719,1

0,3,1,128.776855,1.338133,3486.893066,1

0,2,0,133.208862,1.288898,2416.307861,1

0,2,0,145.448868,1.353467,3350.713135,1

0,3,1,144.976868,1.384161,4001.242920,1

0,2,0,136.499863,1.291446,2286.769531,1

0,3,1,139.658859,1.384271,4088.052979,1

0,3,1,138.037857,1.286606,3489.973145,1

0,3,1,142.826859,1.444492,3980.193359,1

0,2,0,138.030869,1.328540,2935.398438,1

0,3,1,135.615860,1.346694,3253.932861,1

0,3,1,150.354858,1.765731,6730.247559,1

0,2,0,137.748856,1.278342,3213.045410,1

0,3,1,136.583862,1.351292,3403.983643,1

0,3,1,136.293869,1.316427,2755.237061,1

0,2,0,145.058868,1.289510,3239.715088,1

0,3,1,129.990860,1.231250,2034.494629,1

0,3,1,135.482864,1.311673,3767.822998,1

0,2,0,135.300858,1.291780,2295.147705,1

0,3,1,136.318863,1.432133,3775.714600,1

0,2,0,146.233856,1.375825,3239.991211,1

0,3,1,131.174866,1.304211,3276.901855,1

0,3,1,135.202866,1.353539,3880.477783,1

0,2,0,135.474869,1.300160,3061.816650,1

0,2,0,148.756866,1.675862,4918.627930,1

0,3,1,142.496857,1.606620,5119.361328,1

0,2,0,137.682861,1.496046,4395.574219,1

0,3,1,140.081863,1.484068,4474.208496,1

0,2,0,137.170868,1.291275,3030.359619,1

0,3,1,130.818863,1.318817,3223.869385,1

0,2,0,132.472855,1.384071,3238.837402,1

0,3,1,139.584854,1.298194,3055.208496,1

0,3,1,136.616867,1.404436,3771.597656,1

0,2,0,140.188858,1.363674,2842.992432,1

0,3,1,132.604858,1.266766,3294.542969,1

0,2,0,139.692856,1.521276,4354.333984,1

1,2,2,124.004860,1.381671,2819.709961,1

0,2,0,137.542862,1.277814,2668.637695,1

0,3,1,143.976868,1.524258,4804.798340,1

0,3,1,137.599869,1.368942,4152.130859,1

0,2,0,142.711868,1.341197,3359.635498,1

0,2,0,139.419861,1.361058,2385.083252,1

0,2,0,143.628860,1.423621,3550.768066,1

0,3,1,140.568863,1.337488,3745.487305,1

0,2,0,139.261856,1.241062,2250.276611,1

0,3,1,146.589859,1.411742,4624.491211,1

0,2,0,132.580856,1.334876,3552.805908,1

0,3,1,157.316864,1.751470,6954.974609,1

0,3,1,138.269867,1.344208,2626.221680,1

0,3,1,135.136856,1.425660,4134.958496,1

0,2,0,138.626862,1.591197,4811.324219,1

0,2,0,139.948868,1.353317,3198.097900,1

0,3,1,137.228867,1.427897,4220.563965,1

0,3,1,133.720856,1.332009,3389.707275,1

0,3,1,127.469864,1.446466,3753.589844,1

0,2,0,129.024857,1.410365,3052.154541,1

0,3,1,141.610855,1.358262,4615.541504,1

0,3,1,135.664856,1.303493,3242.315186,1

0,2,0,144.472855,1.351759,3132.833496,1

0,3,1,142.528854,1.408378,4734.158203,1

0,2,0,133.795868,1.322084,2805.481934,1

0,3,1,135.292862,1.349351,3449.626953,1

0,2,0,125.534859,1.449347,3027.626465,1

0,2,0,132.770859,1.286175,2900.261230,1

0,2,0,137.723862,1.281582,2761.859619,1

0,3,1,144.398865,1.525506,5269.595215,1

0,3,0,139.394867,1.379951,3790.135986,1

0,3,1,135.689865,1.332648,3541.002441,1

0,2,0,143.876862,1.557583,4703.269043,1

0,2,0,134.597855,1.325947,3491.201660,1

0,3,5,150.543869,1.601697,4951.456543,1

0,2,0,141.710861,1.454872,4056.328857,1

0,3,1,139.676865,1.547861,3766.469727,1

0,2,0,136.152863,1.490520,4092.140625,1

0,2,0,140.990860,1.221036,2197.882080,1

0,2,0,138.642868,1.407615,3198.815186,1

0,2,0,136.988861,1.340540,3296.954834,1

0,2,0,128.122864,1.384995,3126.281494,1

0,2,0,141.024857,1.317326,2880.770264,1

0,3,1,142.686859,1.359963,3636.169434,1

0,3,1,143.165863,1.386056,4104.320312,1

0,2,0,134.424866,1.374619,3432.422119,1

0,3,1,143.828857,1.459323,5085.762695,1

0,2,0,132.290863,1.307212,3196.295898,1

0,2,0,130.363861,1.282674,2429.448975,1

0,2,0,140.130859,1.350325,3655.555176,1

0,2,0,133.290863,1.325249,3081.266602,1

0,2,0,128.818863,1.478618,3001.151611,1

0,2,0,130.040863,1.292936,2827.824219,1

0,3,1,131.744858,1.312325,3355.984863,1

0,2,0,130.092865,1.415676,3100.755615,1

0,2,0,146.696869,1.416077,4380.491699,1

0,3,1,132.382858,1.289276,3256.693115,1

0,2,0,134.350861,1.282710,3345.685303,1

0,2,0,129.263855,1.261157,2454.235596,1

0,2,0,136.094864,1.288339,3050.003418,1

0,3,1,145.266861,1.460745,4527.256836,1

0,3,1,141.876862,1.491559,4718.591797,1

0,2,0,131.290863,1.252061,2972.996826,1

0,2,0,137.062866,1.337247,3381.278564,1

0,3,1,132.976868,1.283637,3294.151123,1

0,2,0,127.552864,1.281806,2914.535156,1

0,3,1,134.010864,1.342451,3413.029297,1

0,2,0,129.058868,1.391034,2890.509033,1

0,3,1,156.034866,1.526002,5673.816895,1

0,3,1,143.034866,1.351755,4163.442871,1

0,2,0,130.347855,1.236025,2389.435791,1

0,2,0,144.448868,1.353771,3793.768311,1

0,3,1,147.640854,1.684927,6336.329590,1

0,2,0,133.381866,1.290572,2397.648438,1

0,2,0,133.928864,1.257261,3290.017090,1

0,3,1,152.246857,1.536802,5779.456543,1

0,2,0,144.580856,1.346122,3621.026855,1

0,2,0,160.790863,1.728012,6309.708008,1

0,2,0,163.220856,1.700665,6735.687012,1

0,2,0,133.754868,1.288134,2821.708740,1

0,3,1,145.200867,1.497661,5041.668457,1

0,2,0,139.056854,1.361597,3739.706299,1

0,2,0,131.545868,1.280362,2864.290283,1

0,3,1,136.574860,1.359590,3654.521240,1

0,3,1,135.060867,1.303754,3247.020752,1

0,2,0,135.978867,1.217897,2378.941650,1

0,2,0,123.342865,1.438570,2738.416016,1

0,2,0,132.869858,1.272218,3383.750977,1

0,2,0,140.610855,1.333344,3467.170166,1

0,2,0,136.822861,1.273891,2779.175049,1

0,2,0,131.397858,1.243176,2260.193604,1

0,3,1,142.272858,1.383946,4014.584229,1

0,2,0,134.606857,1.316439,2984.782227,1

0,3,1,142.082855,1.317850,3822.730469,1

0,2,0,136.144867,1.462082,3576.912842,1

0,3,1,136.665863,1.334972,3090.644775,1

0,2,0,136.872864,1.338600,3119.817383,1

0,2,0,152.470856,1.531241,4676.592285,1

0,2,0,137.798859,1.401772,3648.335449,1

0,2,0,133.862854,1.285434,2644.125488,1

0,2,0,133.315857,1.264884,2606.864990,1

0,2,0,134.837860,1.260916,2511.185547,1

0,2,0,130.818863,1.329903,2834.456055,1

0,3,1,135.507858,1.441723,4255.362793,1

0,2,0,135.152863,1.404386,3247.437988,1

0,2,0,137.600861,1.497378,3810.383301,1

0,3,1,148.400864,1.456604,4637.840332,1

0,2,0,180.084854,2.065354,10383.515625,2

0,2,0,194.706863,2.077484,10844.623047,2

0,2,0,197.734863,2.161430,11864.419922,2

0,2,0,184.724869,1.746729,9651.529297,2

0,2,0,186.130859,1.939373,10791.496094,2

0,2,0,183.450867,1.924623,9915.456055,2

0,2,0,194.020859,2.055514,10945.464844,2

0,2,0,171.368866,1.938348,8498.500977,2

0,2,0,165.546860,1.697337,6474.978027,2

0,2,0,212.356857,2.405833,13238.901367,2

0,2,0,189.910858,1.961442,10494.540039,2

0,2,0,157.886856,1.756449,6514.907227,2

0,2,0,161.766861,1.728495,7201.995605,2

0,3,1,177.024857,1.870185,9013.051758,2

0,2,0,187.114868,1.928690,9843.096680,2

0,2,0,223.296860,2.558830,13018.090820,2

0,3,1,192.646866,2.016920,11262.432617,2

0,2,0,189.504868,2.145209,10719.733398,2

0,2,0,188.312866,2.106427,11225.111328,2

0,2,0,183.070862,2.094414,11134.715820,2

0,2,0,194.706863,2.025968,11045.378906,2

0,2,0,204.382858,2.123762,12497.722656,2

0,3,1,206.194855,2.065553,12718.164062,2

0,2,0,166.214859,1.922235,7927.742676,2

0,2,0,197.262863,2.089860,9520.673828,2

0,2,0,188.256866,1.998681,9546.504883,2

0,3,1,184.492859,2.024296,9561.246094,2

0,2,0,168.836868,1.912786,8950.947266,2

0,2,0,197.874863,2.053352,10906.430664,2

0,2,0,187.750854,2.058486,10846.700195,2

0,2,0,193.260864,2.026141,11076.600586,2

0,2,0,200.942856,2.111057,12115.815430,2

0,2,0,194.864868,1.999253,10878.264648,2

0,2,0,189.100861,2.095565,10524.651367,2

0,2,0,207.822861,2.172815,12274.343750,2

0,2,0,187.014862,1.952584,10192.869141,2

0,2,0,191.150864,1.978231,11158.094727,2

0,2,0,188.520859,1.943182,10355.376953,2

0,2,0,196.550858,1.954214,11507.508789,2

0,2,0,182.714859,1.994255,10369.663086,2

0,2,0,174.974869,2.063824,10287.065430,2

0,2,0,195.880859,2.039572,10007.792969,2

0,2,0,190.564865,2.123288,11295.040039,2

0,2,0,193.068863,1.957658,10291.735352,2

0,3,1,152.494858,1.713878,5908.136230,2

0,2,0,197.130859,1.967326,10926.199219,2

0,2,0,169.382858,1.925193,8596.957031,2

0,2,0,204.366867,2.113582,11473.957031,2

0,2,0,180.324860,1.898403,9638.134766,2

0,2,0,190.992859,1.985973,10628.616211,2

0,2,0,189.372864,1.886365,10142.291992,2

0,2,0,162.403854,1.616716,6738.528809,2

0,2,0,195.236862,2.127744,11077.545898,2

0,2,0,189.346863,2.169786,10841.254883,2

0,2,0,171.400864,2.004225,8726.454102,2

0,2,0,202.538864,2.360232,13014.443359,2

0,2,0,181.648865,2.107822,9578.799805,2

0,2,0,175.800858,1.841820,9071.296875,2

0,2,0,204.515854,2.113703,11909.113281,2

0,2,0,190.885864,1.993001,10160.087891,2

0,2,0,195.020859,2.041775,10576.932617,2

0,2,0,183.384857,2.062686,10864.253906,2

0,3,0,185.286865,1.946579,9900.675781,2

0,2,0,144.630859,1.526887,4735.333008,2

0,2,0,175.692856,1.965263,9308.355469,2

0,2,0,164.262863,1.924068,8348.204102,2

0,2,0,187.900864,2.160357,10395.694336,2

1,1,1,153.478867,1.588361,5167.201172,2

0,2,0,178.330856,1.894641,9203.619141,2

0,2,0,176.272858,1.640298,8604.065430,2

0,2,0,194.690857,2.005441,10439.851562,2

0,2,0,193.052856,2.082300,10795.736328,2

0,2,0,200.768860,2.066672,11587.085938,2

0,2,0,200.612854,2.192889,12560.344727,2

0,2,0,206.318863,2.225389,12793.897461,2

0,2,0,163.849869,1.784349,7033.617676,2

0,2,0,204.474869,2.202282,13686.018555,2

0,2,0,198.568863,2.224649,11660.197266,2

0,2,0,198.716858,2.273411,11386.310547,2

0,2,0,182.838867,1.967819,9629.454102,2

0,2,0,198.188858,1.997991,11721.200195,2

0,2,0,190.944855,2.109499,9958.568359,2

0,2,0,192.110855,2.188854,11248.935547,2

0,2,0,161.616867,1.770618,6720.473633,2

0,3,1,187.254868,1.922448,9495.981445,2

0,3,1,197.592865,2.010033,11201.396484,2

0,2,0,185.451859,1.995942,10102.218750,2

0,2,0,187.338867,1.916974,9772.331055,2

0,2,0,206.400864,2.049603,12174.213867,2

0,2,0,185.320862,1.941558,11312.416016,2

0,2,0,194.152863,1.962321,11270.596680,2

0,2,0,187.610855,1.994650,9487.464844,2

0,2,0,177.844864,1.838054,8575.661133,2

0,2,0,189.098862,1.982507,10099.496094,2

0,2,0,201.330856,2.284605,11864.604492,2

0,3,1,177.041855,1.741948,6955.245605,2

0,2,0,177.174866,2.040429,9774.503906,2

0,3,1,176.346863,1.904893,8661.646484,2

0,2,0,172.072861,2.062304,9499.490234,2

0,2,0,193.812866,1.886418,10154.280273,2

0,2,0,190.256866,1.918026,10275.863281,2

0,2,0,200.058868,1.997797,11920.934570,2

0,2,0,178.214859,1.865824,9884.033203,2

0,2,0,176.709854,1.781456,8826.386719,2

0,2,0,188.926865,1.998729,10406.001953,2

0,2,0,200.455856,2.135772,12815.776367,2

0,2,0,184.320862,2.066654,10969.362305,2

0,2,0,206.590866,2.084024,12109.130859,2

0,2,0,171.764862,1.807028,7563.383301,2

0,2,0,181.392868,2.008597,9965.916016,2

0,2,0,205.912857,2.038452,12582.807617,2

0,2,0,185.676865,1.995461,11184.708008,2

0,2,0,175.800858,1.900389,8519.377930,2

0,2,0,192.870865,2.181557,11221.657227,2

0,2,0,190.150864,1.885902,11846.521484,2

0,2,0,193.002869,1.836388,10251.059570,2

0,2,0,162.865860,1.699286,7045.791016,2

0,2,0,187.776855,1.967289,10303.501953,2

0,2,0,156.092865,1.608930,5997.794434,2

0,2,0,202.926865,2.335056,11790.590820,2

0,2,0,176.776855,1.878131,8604.726562,2

0,2,0,205.002869,2.088129,12375.060547,2

1,1,1,159.722855,1.657448,5540.357910,2

0,2,0,189.678864,1.988588,10490.343750,2

0,2,0,192.498856,1.990842,10969.884766,2

0,2,0,169.020859,1.984940,10014.862305,2

0,2,0,197.866867,2.164499,11817.640625,2

0,2,0,194.566864,2.171268,12202.529297,2

0,2,0,190.190857,2.072752,11045.908203,2

0,2,0,203.166855,1.958894,11654.644531,2

0,2,0,200.198868,2.317200,11504.647461,2

0,2,0,180.754868,1.908253,9236.346680,2

0,2,0,162.386856,1.791254,7395.956055,2

0,2,0,184.782867,2.033640,9803.584961,2

0,2,0,200.850861,2.009487,11787.397461,2

0,2,0,180.052856,1.847286,9837.072266,2

0,2,0,180.266861,2.043928,10484.021484,2

0,2,0,199.660858,1.938728,12370.725586,2

0,2,0,163.709854,1.646200,6395.848145,2

0,3,1,190.000854,2.034562,10087.465820,2

0,2,0,199.552856,2.048706,11627.201172,2

0,2,0,191.530869,1.887956,10609.477539,2

0,2,0,189.818863,2.019560,9573.069336,2

0,3,1,192.200867,2.040554,10614.392578,2

